time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz,u_lumbar_extension,u_lumbar_bending,u_lumbar_rotation,u_arm_flex_r,u_arm_add_r,u_arm_rot_r,u_elbow_flex_r,u_pro_sup_r
2.7,302.427,513.4063,367.1148,8.640936,-1.247946,-9.763587,17.35066,-30.77402,12.76494,64.42796,95.62379,653.1533,412.334,642.2751,884.7802,674.4238,572.2084,254.3966,375.6997,699.356,0.011698,-0.006182,-0.007551,0.31508,-0.08408,0.01546,0.02713,0.068
2.71,302.3687,513.4456,367.0829,8.652634,-1.254128,-9.771138,17.66574,-30.8581,12.7804,64.45509,95.69179,654.0788,415.2836,642.6092,884.7719,674.4294,572.2376,255.5641,376.6143,699.7706,-0.023547,-0.006389,0.010967,0.29938,-0.03755,-0.04009,0.11364,-0.10469
2.72,302.339,513.4954,367.0503,8.629087,-1.260517,-9.760171,17.96512,-30.89565,12.74031,64.56873,95.5871,654.9883,418.4373,642.9943,884.7476,674.3993,572.2144,256.7144,377.2756,700.1873,0.034513,-0.020443,0.000791,0.27465,0.00548,-0.06468,-0.03245,0.04384
2.73,302.2796,513.5268,367.0016,8.6636,-1.28096,-9.75938,18.23977,-30.89017,12.67563,64.53628,95.63094,656.0322,421.3189,643.5176,884.7681,674.4234,572.2161,257.8514,378.132,700.5222,0.029674,0.009677,-0.012525,0.30999,-0.05283,0.01507,0.06011,-0.10842
2.74,302.2487,513.5947,366.9616,8.693274,-1.271283,-9.771905,18.54976,-30.943,12.6907,64.59639,95.52252,656.9231,424.4417,643.9759,884.7508,674.3878,572.2161,259.0478,378.9442,700.8893,0.025837,-0.007838,-0.017144,0.28783,-0.06283,-0.0098,-0.00091,-0.02241
2.75,302.2014,513.6516,366.933,8.719111,-1.279121,-9.789049,18.83759,-31.00583,12.6809,64.59548,95.50011,657.8637,427.4816,644.3529,884.7398,674.3906,572.233,260.15,379.7915,701.3328,-0.049667,-0.0062,0.012208,0.30415,-0.00893,-0.0368,0.08834,0.25966
2.76,302.1612,513.6944,366.8989,8.669444,-1.285321,-9.776841,19.14174,-31.01476,12.6441,64.68382,95.75977,658.7387,430.4029,644.6185,884.7441,674.3878,572.2243,261.3691,380.6877,701.4568,0.02101,-0.003345,-0.016497,0.29517,-0.02817,0.03442,0.00298,-0.07752
2.77,302.1446,513.7587,366.8436,8.690454,-1.288666,-9.793338,19.43691,-31.04293,12.67852,64.6868,95.68225,659.6478,433.4416,644.9986,884.769,674.4201,572.2124,262.512,381.5874,701.8089,-0.030444,-0.003342,0.009567,0.34789,-0.01144,0.00264,0.15436,-1.11694
2.78,302.1138,513.8028,366.8028,8.66001,-1.292008,-9.783771,19.7848,-31.05437,12.68116,64.84116,94.56531,660.4669,436.6808,645.3758,884.7688,674.4342,572.2168,263.7352,381.5561,703.0676,0.030547,-0.023195,0.004692,0.20144,-0.01593,-0.02522,0.16446,-0.24039
2.79,302.0885,513.8473,366.7694,8.690557,-1.315203,-9.779079,19.98624,-31.0703,12.65594,65.00562,94.32492,661.3871,439.6313,645.8072,884.7661,674.4093,572.221,264.9274,382.1323,703.4577,-0.023227,-0.009222,0.012962,0.29173,-0.00671,-0.03964,-0.0346,-0.06113
2.8,302.066,513.8988,366.7492,8.66733,-1.324425,-9.766117,20.27797,-31.07701,12.6163,64.97102,94.26379,662.2104,442.7854,646.1879,884.7551,674.411,572.2198,266.1008,383.1469,703.6888,-0.058016,-0.016104,0.077816,0.31988,-0.04795,-0.09678,0.07318,0.31107
2.81,301.9797,513.9351,366.7117,8.609314,-1.340529,-9.688301,20.59785,-31.12496,12.51952,65.0442,94.57486,662.9734,445.3597,645.93,884.7594,674.4206,572.2249,267.1947,383.9287,704.1241,-0.021276,0.003026,0.008427,0.31767,-0.02509,-0.06163,0.03495,-0.12392
2.82,301.9522,513.9828,366.6972,8.588038,-1.337503,-9.679874,20.91552,-31.15005,12.45789,65.07915,94.45094,663.9211,448.4367,646.373,884.7738,674.4368,572.2198,268.3981,384.738,704.3426,-0.001736,-0.018375,0.009112,0.28095,-0.00849,-0.04187,0.03798,0.07032
2.83,301.9291,514.0377,366.6537,8.586302,-1.355878,-9.670762,21.19647,-31.15854,12.41602,65.11713,94.52126,664.7403,451.4881,646.6641,884.7621,674.3944,572.2257,269.576,385.7688,704.5035,0.029217,-0.020416,0.004638,0.23557,0.03452,-0.06531,0.05207,-0.16835
2.84,301.8942,514.0833,366.6364,8.615519,-1.376294,-9.666124,21.43204,-31.12402,12.35071,65.1692,94.35291,665.6696,454.3104,646.8984,884.7545,674.3991,572.2155,270.791,386.4513,704.8193,-0.010876,-0.005958,-0.01954,0.31889,-0.02742,0.03855,0.06602,-0.2591
2.85,301.8611,514.1349,366.5977,8.604643,-1.382252,-9.685664,21.75093,-31.15144,12.38926,65.23522,94.09381,666.5366,457.4043,647.1961,884.7705,674.4031,572.2137,272.0161,387.2198,705.2119,0.031198,-0.023691,0.001017,0.32192,-0.02748,0.02529,0.03758,-0.07864
2.86,301.8363,514.1729,366.5661,8.635841,-1.405943,-9.684647,22.07285,-31.17892,12.41455,65.2728,94.01517,667.3146,460.358,647.2182,884.7717,674.3999,572.2167,273.2646,388.0421,705.5026,-0.023495,-0.030689,0.018657,0.31624,0.06935,-0.04596,-0.05855,-0.06452
2.87,301.8239,514.2152,366.5185,8.612346,-1.436632,-9.66599,22.38909,-31.10957,12.36859,65.21425,93.95065,668.1513,463.1836,647.3407,884.7814,674.4078,572.221,274.4661,388.915,705.6609,0.000725,-0.014445,0.002441,0.24355,0.00035,-0.00179,0.11569,-0.20796
2.88,301.7918,514.2566,366.5068,8.613071,-1.451077,-9.663549,22.63264,-31.10922,12.3668,65.32994,93.74269,669.0206,465.9572,647.4589,884.7569,674.3854,572.2252,275.7121,389.7645,705.9092,-0.011802,-0.015201,0.025427,0.32484,-0.01671,0.01715,0.01392,0.04413
2.89,301.7647,514.2826,366.4728,8.601269,-1.466278,-9.638122,22.95748,-31.12593,12.38395,65.34386,93.78682,669.8837,468.7793,647.4973,884.7616,674.4079,572.2216,276.953,390.8507,706.1981,-0.00202,-0.011741,0.019302,0.26898,-0.00457,0.00117,0.09199,-0.08385
2.9,301.7368,514.3237,366.4439,8.599249,-1.478019,-9.61882,23.22646,-31.1305,12.38512,65.43585,93.70297,670.7469,471.6986,647.5014,884.7869,674.4311,572.2131,278.3268,391.5869,706.4138,0.030311,-0.002461,0.00013,0.28414,-0.02264,0.05977,-0.00045,-0.05259
2.91,301.7375,514.354,366.4346,8.62956,-1.48048,-9.61869,23.5106,-31.15314,12.44489,65.4354,93.65038,671.5538,474.6355,647.4272,884.7952,674.4338,572.2278,279.5533,392.5586,706.7129,-0.037656,-0.033947,0.002925,0.35248,0.06481,-0.00982,-0.01637,-0.03009
2.92,301.7299,514.4365,366.4045,8.591904,-1.514427,-9.615765,23.86308,-31.08833,12.43507,65.41903,93.62029,672.3718,477.4939,647.2896,884.7565,674.4024,572.2321,280.8441,393.5744,706.8842,0.003228,-0.021378,0.01015,0.35289,-0.04724,0.05453,0.00086,-0.0198
2.93,301.7212,514.4884,366.3758,8.595132,-1.535805,-9.605615,24.21597,-31.13557,12.4896,65.41989,93.60049,673.2879,480.291,647.1325,884.7733,674.4322,572.2248,282.1956,394.4952,707.1534,0.037888,-0.01579,0.019308,0.31777,-0.00967,0.05199,-0.03281,0.04895
2.94,301.69,514.5382,366.373,8.63302,-1.551595,-9.586307,24.53374,-31.14524,12.54159,65.38708,93.64944,674.2254,483.0672,647.0366,884.7528,674.373,572.2122,283.5371,395.5357,707.3563,0.000818,-0.025981,-0.002986,0.30241,0.00161,0.08105,0.02662,0.0561
2.95,301.6848,514.6043,366.3536,8.633838,-1.577576,-9.589293,24.83615,-31.14363,12.62264,65.4137,93.70554,675.0909,486.0429,646.8499,884.7819,674.4334,572.2195,284.9334,396.6205,707.4538,0.00106,-0.020874,0.005783,0.33947,0.06068,0.08663,0.00887,-0.17183
2.96,301.6605,514.6581,366.3207,8.634898,-1.59845,-9.58351,25.17562,-31.08295,12.70927,65.42257,93.53371,676.1342,488.8738,646.7112,884.7747,674.385,572.214,286.3829,397.4629,707.8115,0.058022,-0.028262,0.007554,0.23829,0.03371,0.14211,0.00787,-0.02979
2.97,301.6322,514.7141,366.2954,8.69292,-1.626712,-9.575956,25.41391,-31.04924,12.85138,65.43044,93.50392,677.0553,491.6952,646.3715,884.7765,674.4071,572.2091,287.7922,398.5417,708.0926,-0.003917,-0.0697,0.025653,0.28584,0.0084,0.04723,0.04177,0.04082
2.98,301.5852,514.8016,366.2452,8.689003,-1.696412,-9.550303,25.69975,-31.04084,12.89861,65.47221,93.54474,678.0879,494.4518,646.057,884.7924,674.4402,572.2035,289.2629,399.6556,708.3461,0.026341,-0.017831,-0.012142,0.36292,-0.00419,0.04857,-0.01572,-0.00091
2.99,301.5611,514.8732,366.2155,8.715344,-1.714243,-9.562445,26.06267,-31.04503,12.94718,65.45649,93.54383,679.1205,497.4038,645.8408,884.7615,674.3743,572.2179,290.7592,400.7896,708.5483,-0.007886,-0.017808,0.017475,0.34713,0.0262,0.05488,-0.07139,0.04886
3,301.5162,514.905,366.179,8.707458,-1.732051,-9.54497,26.4098,-31.01883,13.00206,65.3851,93.59269,680.216,500.1109,645.5282,884.7744,674.3918,572.2215,292.3227,401.9888,708.563,-0.036642,-0.044685,0.02966,0.38409,-0.00391,0.09503,0.00955,-0.18309
3.01,301.4673,514.9274,366.18,8.670816,-1.776736,-9.51531,26.79389,-31.02274,13.09709,65.39465,93.4096,681.3283,502.8563,645.126,884.7985,674.4431,572.2102,293.8156,403.1421,708.9018,0.095628,-0.009778,-0.000357,0.29342,0.00258,0.12895,0.01447,-0.18846
3.02,301.4404,514.9862,366.1411,8.766444,-1.786514,-9.515667,27.08731,-31.02016,13.22604,65.40912,93.22114,682.3486,505.8157,644.7406,884.7609,674.404,572.2206,295.4502,404.0264,709.1468,-0.002269,-0.013309,0.00405,0.31633,0.08367,0.12884,-0.06532,0.10186
3.03,301.3828,515.0229,366.111,8.764175,-1.799823,-9.511617,27.40364,-30.93649,13.35488,65.3438,93.323,683.5292,508.4556,644.3754,884.79,674.4215,572.2062,297.0184,405.458,709.153,-0.014839,-0.025325,0.023495,0.38177,0.01705,0.09563,-0.05212,-0.04316
3.04,301.3659,515.0814,366.0792,8.749336,-1.825148,-9.488122,27.78541,-30.91944,13.45051,65.29168,93.27984,684.5821,511.3936,643.9437,884.7751,674.3983,572.2169,298.6953,406.6118,709.2197,0.002811,-0.017613,-0.008862,0.36365,0.02207,0.08256,-0.04756,-0.15768
3.05,301.3316,515.1411,366.0326,8.752147,-1.842761,-9.496984,28.14906,-30.89737,13.53307,65.24412,93.12216,685.7726,514.1859,643.4497,884.7962,674.426,572.2139,300.3016,407.7626,709.2994,0.0445,-0.022927,0.011575,0.35254,0.0377,0.09951,-0.10126,-0.04929
3.06,301.2951,515.1655,365.9906,8.796647,-1.865688,-9.485409,28.5016,-30.85967,13.63258,65.14286,93.07287,686.9291,516.9252,642.8823,884.7595,674.3909,572.2097,301.9497,408.9996,709.4405,-0.057074,-0.003727,-0.012569,0.47714,0.02756,0.16926,-0.05891,0.0269
3.07,301.2641,515.2176,365.9513,8.739573,-1.869415,-9.497978,28.97874,-30.83211,13.80184,65.08395,93.09977,688.1441,519.7495,642.3527,884.7831,674.4215,572.2096,303.6832,410.2644,709.3433,0.034259,-0.021978,0.006375,0.33862,0.07126,0.14359,-0.05361,-0.11887
3.08,301.2259,515.2561,365.8884,8.773832,-1.891393,-9.491603,29.31736,-30.76085,13.94543,65.03034,92.9809,689.3509,522.553,641.7794,884.7761,674.3865,572.2045,305.433,411.4084,709.5339,-0.00434,-0.018262,0.008425,0.40138,0.07083,0.14299,-0.12744,-0.00585
3.09,301.2008,515.299,365.8165,8.769492,-1.909655,-9.483178,29.71874,-30.69002,14.08842,64.9029,92.97505,690.456,525.2912,640.9734,884.7889,674.4185,572.2171,307.1159,412.6674,709.5483,-0.011592,-0.013628,0.00146,0.43964,0.00262,0.1704,-0.073,0.05992
3.1,301.1624,515.3281,365.7408,8.7579,-1.923283,-9.481718,30.15838,-30.6874,14.25882,64.8299,93.03497,691.7717,528.043,640.3449,884.7938,674.3964,572.2101,308.8972,414.0846,709.5243,0.010663,-0.0229,0.006857,0.39333,0.0731,0.11408,-0.09105,0.02874
3.11,301.154,515.3582,365.6637,8.768563,-1.946183,-9.474861,30.55171,-30.6143,14.3729,64.73885,93.06371,692.9924,530.865,639.7218,884.8072,674.4031,572.2067,310.6776,415.2638,709.5043,0.096389,-0.044993,0.036352,0.28778,0.05422,0.1216,-0.11319,-0.05242
3.12,301.129,515.3835,365.5411,8.864952,-1.991176,-9.438509,30.83949,-30.56008,14.4945,64.62566,93.01129,694.2793,533.5264,638.9517,884.7762,674.4085,572.1995,312.5101,416.6246,709.497,-0.005289,-0.0385,0.048461,0.41797,0.05316,0.11974,-0.12465,-0.11273
3.13,301.1435,515.4488,365.4538,8.859663,-2.029676,-9.390048,31.25746,-30.50692,14.61424,64.50101,92.89856,695.535,536.4349,638.2722,884.7786,674.3951,572.2124,314.3103,417.8603,709.4602,0.097955,-0.05146,0.070157,0.22296,0.02588,0.06079,-0.0367,0.08462
3.14,301.1641,515.5066,365.3411,8.957618,-2.081136,-9.319891,31.48042,-30.48104,14.67503,64.46431,92.98318,696.8674,539.161,637.5299,884.7759,674.3749,572.2107,316.1862,419.2467,709.3542,0.000325,-0.043825,0.071069,0.3758,0.0149,0.01787,-0.06229,-0.236
3.15,301.2149,515.5808,365.2594,8.957943,-2.124961,-9.248822,31.85622,-30.46614,14.6929,64.40202,92.74718,698.1366,541.9143,636.7954,884.7986,674.4235,572.2039,318.0452,420.3741,709.4761,0.109323,-0.050272,0.091711,0.22158,0.10267,0.03118,-0.15804,0.04838
3.16,301.2463,515.6258,365.1645,9.067266,-2.175233,-9.157111,32.0778,-30.36347,14.72408,64.24398,92.79556,699.5312,544.7211,636.1288,884.7865,674.3848,572.2131,319.8868,421.8732,709.2698,0.04437,-0.061076,0.097525,0.34538,0.0157,0.07768,-0.08655,-0.08175
3.17,301.3241,515.7235,365.0568,9.111636,-2.236309,-9.059586,32.42318,-30.34777,14.80176,64.15743,92.71381,700.8465,547.5254,635.3963,884.78,674.3798,572.2183,321.737,423.2114,709.2587,0.086924,-0.046762,0.108331,0.20314,0.0597,-0.00624,-0.05659,-0.03187
3.18,301.3939,515.7891,364.948,9.19856,-2.283071,-8.951255,32.62632,-30.28807,14.79552,64.10084,92.68194,702.2554,550.1643,634.5733,884.7886,674.3801,572.2095,323.661,424.4774,709.1244,0.052666,-0.041339,0.077087,0.35748,0.02402,0.04301,-0.18869,0.03988
3.19,301.4377,515.8453,364.8615,9.251226,-2.32441,-8.874168,32.9838,-30.26405,14.83853,63.91215,92.72182,703.6222,552.8698,633.8019,884.7873,674.3869,572.2111,325.5543,425.9286,708.9277,0.038688,-0.011217,0.061454,0.33488,0.04159,0.14246,-0.1551,-0.07904
3.2,301.4744,515.885,364.7458,9.289914,-2.335627,-8.812714,33.31868,-30.22246,14.98099,63.75705,92.64278,705.0583,555.5832,632.9888,884.8036,674.4127,572.2152,327.5467,427.3534,708.7443,-0.278733,0.197705,-0.387562,0.96638,0.1329,0.71269,0.40969,-2.42461
3.21,301.2558,515.7221,364.613,9.011181,-2.137922,-9.200276,34.28506,-30.08956,15.69368,64.16674,90.21817,706.4598,558.0677,632.0981,884.7988,674.4093,572.2024,330.6946,426.2136,710.8861,0.042195,-0.012204,0.040359,0.36406,0.08054,0.1378,-0.07405,-0.13271
3.22,301.2698,515.7763,364.484,9.053376,-2.150126,-9.159917,34.64912,-30.00902,15.83148,64.09269,90.08546,707.9087,560.6883,631.3111,884.805,674.4107,572.2033,332.758,427.4489,710.9064,-0.001243,-0.025192,0.03786,0.41266,0.05981,0.10044,-0.17504,-0.24527
3.23,301.3108,515.8086,364.376,9.052133,-2.175318,-9.122057,35.06178,-29.94921,15.93192,63.91765,89.84019,709.335,563.2565,630.4582,884.8145,674.4217,572.193,334.7802,428.786,710.8525,0.016141,0.006086,0.025107,0.46677,0.03705,0.15336,-0.22631,0.24653
3.24,301.3343,515.8617,364.2465,9.068274,-2.169232,-9.09695,35.52855,-29.91216,16.08528,63.69134,90.08672,710.7779,565.6156,629.4994,884.7892,674.3804,572.2102,336.6649,430.3776,710.4273,0.009798,-0.007872,0.031573,0.35395,0.06202,0.24055,-0.17241,0.04233
3.25,301.3582,515.8902,364.1133,9.078072,-2.177104,-9.065377,35.8825,-29.85014,16.32583,63.51893,90.12905,712.264,568.1007,628.6887,884.7847,674.3975,572.214,338.5205,431.905,710.0566,-0.053412,0.009708,-0.012209,0.45427,0.14409,0.20653,-0.22305,0.1276
3.26,301.3834,515.91,363.9665,9.02466,-2.167396,-9.077586,36.33677,-29.70605,16.53236,63.29588,90.25665,713.7019,570.5667,627.7704,884.7973,674.4046,572.1978,340.4053,433.5207,709.7572,0.016345,-0.015105,0.022168,0.6079,-0.13395,0.17817,-0.24851,0.08696
3.27,301.4217,515.9615,363.8492,9.041005,-2.182501,-9.055418,36.94467,-29.84,16.71053,63.04737,90.34361,715.1436,572.9254,626.8126,884.8261,674.4358,572.2123,342.2611,434.9316,709.4907,0.019566,-0.050607,0.034529,0.3543,0.06951,0.16776,-0.20518,0.14977
3.28,301.4568,516.018,363.7255,9.060571,-2.233108,-9.020889,37.29897,-29.77049,16.87829,62.84219,90.49338,716.6549,575.2191,625.8698,884.8128,674.4103,572.1793,344.2233,436.5419,709.0714,-0.037849,-0.015943,0.032583,0.22381,0.33148,0.14973,-0.22194,0.48637
3.29,301.5061,516.0482,363.6292,9.022722,-2.249051,-8.988306,37.52278,-29.43901,17.02802,62.62025,90.97975,718.1272,577.541,624.9372,884.819,674.4199,572.1853,345.8308,438.3999,708.4487,0.009723,-0.022473,0.0331,0.59094,-0.14541,0.17515,-0.29557,0.09104
3.3,301.5324,516.0727,363.501,9.032445,-2.271524,-8.955206,38.11372,-29.58442,17.20317,62.32468,91.07079,719.5524,579.8075,623.9816,884.8228,674.4323,572.2045,347.7649,439.9692,707.9299,0.009064,-0.0359,0.036524,0.40391,0.06532,0.14019,-0.21247,0.0911
3.31,301.581,516.1069,363.3921,9.041509,-2.307424,-8.918682,38.51763,-29.5191,17.34336,62.11221,91.16189,721.2144,582.0177,623.2008,884.8196,674.4207,572.1997,349.5613,441.4426,707.7104,0.074597,-0.029678,0.03661,0.23232,0.11033,0.18459,-0.15919,0.04894
3.32,301.6242,516.1748,363.2683,9.116106,-2.337102,-8.882072,38.74995,-29.40877,17.52795,61.95302,91.21083,722.5724,584.2389,622.2713,884.8207,674.4194,572.1885,351.4276,442.8874,707.2759,0.017323,-0.025037,0.035365,0.38498,0.12089,0.10889,-0.27959,-0.13256
3.33,301.6793,516.2062,363.1662,9.133429,-2.362139,-8.846707,39.13493,-29.28788,17.63684,61.67343,91.07827,723.9447,586.4864,621.3279,884.7805,674.3832,572.1977,353.1975,444.38,706.8451,-0.033197,-0.020125,0.01678,0.44366,0.01951,0.09805,-0.14941,-0.10336
3.34,301.7314,516.2475,363.069,9.100232,-2.382264,-8.829927,39.57859,-29.26837,17.73489,61.52402,90.97491,725.3427,588.9317,620.6068,884.8278,674.41,572.1767,355.0484,445.7691,706.5035,0.114825,-0.015688,0.010351,0.18019,0.14346,0.16264,-0.18331,-0.01564
3.35,301.7868,516.3014,362.9659,9.215057,-2.397952,-8.819576,39.75878,-29.12491,17.89753,61.34071,90.95927,726.8049,590.9585,619.6801,884.8109,674.4179,572.1816,356.8178,447.1526,705.9749,0.08168,-0.026221,0.00561,0.2562,0.16876,0.15435,-0.17838,-0.08895
3.36,301.8452,516.3421,362.8643,9.296737,-2.424173,-8.813966,40.01498,-28.95615,18.05188,61.16233,90.87032,728.251,593.2965,618.9315,884.8214,674.4285,572.191,358.6091,448.573,705.6363,0.003937,-0.019495,-0.015358,0.42967,0.08242,0.21361,-0.24066,0.05101
3.37,301.9265,516.4051,362.7293,9.300674,-2.443668,-8.829324,40.44465,-28.87373,18.26549,60.92167,90.92133,729.6235,595.3324,618.0246,884.793,674.3897,572.1952,360.3137,449.9841,705.1769,0.131017,-0.022568,-0.040298,0.29018,0.12911,0.15634,-0.16639,-0.07512
3.38,302.0034,516.4508,362.6427,9.431691,-2.466236,-8.869622,40.73483,-28.74462,18.42183,60.75528,90.84621,731.068,597.5059,617.1994,884.8049,674.3844,572.1979,362.1661,451.2532,704.6527,0.083558,-0.006801,-0.008188,0.2116,0.24315,0.10515,-0.29115,0.03661
3.39,302.0935,516.4851,362.5394,9.515249,-2.473037,-8.87781,40.94643,-28.50147,18.52698,60.46413,90.88282,732.3754,599.7062,616.3288,884.8123,674.3865,572.1901,363.8285,452.7798,704.1386,0.13641,-0.029814,-0.028754,0.28559,0.08401,0.2172,-0.18844,-0.03726
3.4,302.1708,516.5339,362.4445,9.651659,-2.502851,-8.906564,41.23202,-28.41746,18.74418,60.27569,90.84556,733.8324,601.7044,615.3924,884.8158,674.3865,572.1965,365.5893,454.0555,703.6277,0.135532,-0.030933,-0.017899,0.24465,0.116,0.14063,-0.23633,-0.00894
3.41,302.2453,516.55,362.3694,9.787191,-2.533784,-8.924463,41.47667,-28.30146,18.88481,60.03936,90.83662,735.1728,603.764,614.5229,884.8374,674.4205,572.1952,367.3191,455.4273,703.0327,0.094947,-0.02684,0.011705,0.20814,0.1503,0.0815,-0.2,-0.00635
3.42,302.3226,516.5919,362.3028,9.882138,-2.560624,-8.912758,41.68481,-28.15116,18.96631,59.83936,90.83027,736.5585,605.8788,613.7298,884.7932,674.3714,572.1879,368.9534,456.8008,702.6074,0.052035,0.008777,0.000448,0.30558,0.10358,0.22836,-0.19632,0.04788
3.43,302.3904,516.617,362.2095,9.934173,-2.551847,-8.91231,41.99039,-28.04758,19.19467,59.64304,90.87815,738.0509,607.8603,612.9069,884.8284,674.4095,572.1923,370.6478,458.1246,702.0038,-0.03214,-0.068156,0.070455,0.34107,0.09457,-0.02178,-0.23067,-0.07457
3.44,302.3948,516.5864,362.1469,9.902033,-2.620003,-8.841855,42.33146,-27.95301,19.17289,59.41237,90.80358,739.3856,609.8657,612.118,884.8393,674.4229,572.1871,372.3063,459.3691,701.4488,-1.056597,0.064096,0.209525,1.27009,0.06672,-0.17369,-0.2575,0.07398
3.45,302.4229,516.6322,362.0236,8.845436,-2.555907,-8.63233,43.60155,-27.88629,18.9992,59.15487,90.87756,740.7192,611.8459,611.2956,884.8304,674.4159,572.1866,373.9131,460.7936,700.9339,0.007552,-0.030351,0.073606,0.26037,0.109,0.04057,-0.2338,0.01999
3.46,302.4639,516.6459,361.9321,8.852988,-2.586258,-8.558724,43.86192,-27.77729,19.03977,58.92107,90.89755,742.039,613.8549,610.4675,884.8148,674.3757,572.1909,375.5431,462.0837,700.269,0.024814,-0.004779,0.026887,0.34969,0.04742,0.19016,-0.19335,-0.02858
3.47,302.5219,516.651,361.8502,8.877802,-2.591037,-8.531837,44.21161,-27.72987,19.22993,58.72772,90.86897,743.3426,615.7343,609.5899,884.8155,674.3831,572.1888,377.1901,463.3159,699.679,-0.131198,-0.027715,0.030792,0.45191,0.16261,-0.00107,-0.28903,-0.05133
3.48,302.6146,516.7345,361.7457,8.746604,-2.618752,-8.501045,44.66352,-27.56726,19.22886,58.43869,90.81764,744.6872,617.6607,608.8727,884.8072,674.3921,572.1997,378.7532,464.6292,699.1274,-0.011278,0.00915,0.014909,0.33384,0.09526,0.10907,-0.21812,0.02597
3.49,302.6511,516.7387,361.6359,8.735326,-2.609602,-8.486136,44.99736,-27.472,19.33793,58.22057,90.84361,746.0947,619.3018,608.0798,884.8314,674.4364,572.1861,380.3439,465.9455,698.4826,0.018248,-0.030708,0.041222,0.23769,0.14243,0.06638,-0.2481,-0.09104
3.5,302.7022,516.7669,361.5441,8.753574,-2.64031,-8.444914,45.23505,-27.32957,19.40431,57.97247,90.75257,747.4203,621.205,607.3378,884.8211,674.3811,572.1922,381.8713,467.2224,697.8783,-0.01418,-0.010602,0.048155,0.34473,0.10311,0.10339,-0.26927,-0.09301
3.51,302.7212,516.7648,361.4658,8.739394,-2.650912,-8.396759,45.57978,-27.22646,19.5077,57.7032,90.65956,748.7657,622.9037,606.7115,884.8252,674.4018,572.1895,383.393,468.5189,697.2711,-0.016852,-0.031372,0.039234,0.27795,0.11744,0.05841,-0.22539,-0.01285
3.52,302.7561,516.7952,361.3346,8.722542,-2.682284,-8.357525,45.85773,-27.10902,19.56611,57.47781,90.64671,750.0482,624.7905,605.9611,884.8208,674.4063,572.1894,384.9574,469.7882,696.5591,0.037244,-0.018686,0.034101,0.23622,0.10167,0.0842,-0.2081,-0.15175
3.53,302.7887,516.7945,361.2398,8.759786,-2.70097,-8.323424,46.09395,-27.00735,19.65031,57.26971,90.49496,751.4548,626.2767,605.2976,884.8127,674.4043,572.1799,386.4133,471.0548,696.0689,-0.012147,-0.038056,0.03044,0.26445,0.16361,0.05201,-0.26656,-0.0626
3.54,302.8397,516.8145,361.1448,8.747639,-2.739026,-8.292984,46.3584,-26.84374,19.70232,57.00315,90.43236,752.6443,628.0776,604.6064,884.8115,674.4105,572.1868,387.8828,472.3083,695.39,-0.013223,-0.018219,0.034246,0.3175,0.1034,0.0556,-0.16967,-0.05093
3.55,302.8781,516.7969,361.0394,8.734416,-2.757245,-8.258738,46.6759,-26.74034,19.75792,56.83348,90.38143,754.018,629.6706,603.861,884.8093,674.377,572.1876,389.4001,473.3697,694.81,0.05865,-0.026537,0.005709,0.23035,0.09211,0.0571,-0.25445,-0.02
3.56,302.9199,516.7568,360.9236,8.793066,-2.783782,-8.253029,46.90625,-26.64823,19.81502,56.57903,90.36143,755.2819,631.5184,603.1256,884.8352,674.4012,572.1895,390.7723,474.7039,694.2761,0.140782,-0.07473,0.056293,0.12817,0.12986,0.05271,-0.22192,0.07583
3.57,302.9401,516.7247,360.7719,8.933848,-2.858512,-8.196736,47.03442,-26.51837,19.86773,56.35711,90.43726,756.6539,632.9706,602.4393,884.8367,674.4118,572.1899,392.2578,475.8911,693.6624,-0.151148,-0.009111,0.034641,0.41636,0.14302,0.03559,-0.26896,0.07895
3.58,303.0225,516.734,360.7085,8.7827,-2.867623,-8.162095,47.45078,-26.37535,19.90332,56.08815,90.51621,757.9736,634.6554,601.7599,884.8456,674.397,572.1847,393.7007,477.0918,692.9758,-0.297119,0.008715,0.007485,0.60968,0.13349,0.03939,-0.28228,-0.0371
3.59,303.1492,516.7533,360.5907,8.485581,-2.858908,-8.15461,48.06046,-26.24186,19.94271,55.80587,90.47911,759.3483,636.1151,600.9453,884.8427,674.3972,572.1991,395.1528,478.2423,692.3466,-0.141093,-0.004468,0.013728,0.41479,0.1238,0.03777,-0.21774,-0.02566
3.6,303.2523,516.7865,360.4822,8.344488,-2.863376,-8.140882,48.47525,-26.11806,19.98048,55.58813,90.45345,760.6681,637.8776,600.4922,884.8655,674.41,572.1763,396.6357,479.5346,691.7145,-0.083326,-0.016446,0.015831,0.36272,0.13973,0.10267,-0.29313,-0.09755
3.61,303.3411,516.821,360.3883,8.261162,-2.879822,-8.125051,48.83797,-25.97833,20.08315,55.295,90.3559,762.0686,639.2668,599.8098,884.8615,674.4147,572.1934,398.0496,480.752,691.0556,-0.184591,-0.032936,0.03182,0.41892,0.15138,0.0142,-0.24724,-0.11091
