time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz
7.48,309.72901,501.72895,354.34933,-2.1516478,1.4409146,0.43862686,23.758614,-39.352016,18.834862,65.475174,81.85582,673.69459,335.81662,584.03874,1104.2581,673.22279,512.69665,282.02993,361.47012,721.6009
7.49,309.29259,501.93823,354.76032,-1.8742377,1.5146737,0.32348317,23.08819,-39.378426,18.965052,65.365814,81.961617,670.58763,330.50285,584.3742,1104.2571,673.21622,512.70149,278.82692,359.58973,720.70341
7.5,308.82609,502.12928,355.18349,-1.7425597,1.5842316,0.23267995,22.526905,-39.145992,18.92728,65.117424,82.23571,667.51278,325.28912,584.55518,1104.255,673.2338,512.70914,275.68901,357.67642,719.77824
7.51,308.57839,502.43089,355.59203,-1.3745474,1.8309473,-0.01877973,21.783831,-39.012436,19.059895,64.914818,82.657158,664.37349,320.17953,584.55489,1104.256,673.23448,512.71353,272.53371,355.87414,718.81739
7.52,308.14977,502.58115,355.99491,-1.3396271,1.8997772,-0.090767518,21.28079,-38.847927,18.951807,64.701546,83.162415,661.2991,315.14397,584.61867,1104.2514,673.24732,512.71012,269.43789,353.8917,717.74346
7.53,307.74675,502.7715,356.40435,-1.2398034,1.9643012,-0.14273822,20.649586,-38.554295,18.726793,64.423203,83.711105,658.2007,310.30365,584.53836,1104.25,673.22631,512.69813,266.38291,352.07157,716.79242
7.54,307.34121,502.91489,356.84484,-1.2460176,2.0040832,-0.18906127,20.143265,-38.34729,18.486694,64.180283,83.921577,655.08221,305.20836,584.46539,1104.2598,673.23396,512.6988,263.37827,350.35392,715.8819
7.55,306.98546,503.03774,357.25257,-1.1970975,2.0756221,-0.27319011,19.66011,-38.172958,18.408627,63.964737,84.140236,651.86733,300.12513,584.1648,1104.2678,673.23041,512.69201,260.47161,348.84703,715.15817
7.56,306.60926,503.11718,357.63444,-1.2094213,2.13413,-0.32211232,19.251551,-38.040722,18.398788,63.734547,84.310738,648.69455,294.99952,583.9778,1104.2667,673.22912,512.71403,257.71175,347.33805,714.32169
7.57,306.24856,503.16583,358.00163,-1.1729451,2.1963596,-0.39723688,18.723972,-37.899323,18.385593,63.638977,84.401558,645.72618,290.28677,583.81479,1104.2439,673.21957,512.69962,255.01391,345.97626,713.74776
7.58,305.90244,503.25954,358.3408,-1.089367,2.2608316,-0.4457379,18.279366,-37.888687,18.496792,63.519653,84.365944,642.65991,285.53096,583.52914,1104.2612,673.22307,512.70627,252.28512,344.66288,713.09944
7.59,305.57141,503.33108,358.6978,-1.1219164,2.3385696,-0.47608441,17.793522,-37.691719,18.543484,63.303917,85.059464,639.31779,280.55834,583.00111,1104.2591,673.23697,512.69795,249.66496,343.27976,712.33012
7.6,305.23619,503.42985,359.06775,-1.1011491,2.3836379,-0.48400754,17.380959,-37.565063,18.566135,63.108967,85.49015,636.17051,275.8746,582.50114,1104.2691,673.23526,512.69928,247.01482,342.0378,711.69426
7.61,304.94269,503.5746,359.45564,-1.0559084,2.442898,-0.53002757,16.991867,-37.475029,18.60692,62.839844,86.194092,632.93686,271.37104,581.70816,1104.2601,673.22764,512.69082,244.42252,340.73169,710.91328
7.62,304.59644,503.65399,359.86334,-1.241688,2.3705215,-0.36143166,16.495142,-37.108929,18.251431,62.619156,86.759102,629.7383,267.07386,580.89341,1104.2599,673.23835,512.69207,241.91813,339.45018,710.19659
7.63,304.32401,503.76302,360.24887,-1.2346721,2.4516072,-0.41423663,15.909481,-36.754162,18.14953,62.371712,87.455544,626.57926,262.66533,580.1316,1104.257,673.22181,512.69215,239.36055,338.36668,709.64505
7.64,304.07812,503.84605,360.60076,-1.2154527,2.5159791,-0.4675265,15.497346,-36.525925,18.089682,62.093502,87.804794,623.36072,258.44095,579.32178,1104.2663,673.24255,512.70552,236.93081,337.2355,708.92137
7.65,303.84202,503.88695,360.98055,-1.2681347,2.5741842,-0.5328334,15.225989,-36.378361,18.106979,61.896358,88.103287,620.18211,254.10426,578.53676,1104.2618,673.22096,512.70176,234.57584,336.15767,708.39903
7.66,303.6262,503.95419,361.34713,-1.2906545,2.6448212,-0.59903735,14.904887,-36.302834,18.152866,61.735703,88.203377,617.0075,249.89329,577.76178,1104.2614,673.23626,512.70516,232.32722,335.26559,707.88693
7.67,303.39081,503.99547,361.70217,-1.3250692,2.6831388,-0.66432393,14.536282,-36.145061,18.259523,61.676559,88.550606,614.03829,245.93089,577.15154,1104.2619,673.2274,512.70039,230.0805,334.21019,707.34137
7.68,303.16026,504.02833,362.07431,-1.3602917,2.7179101,-0.6788674,14.064275,-35.883686,18.475817,61.606926,88.944565,611.03963,242.13181,576.35038,1104.2697,673.22215,512.70457,227.81623,333.30273,706.79069
7.69,303.02869,504.0667,362.43932,-1.1072332,2.8396811,-0.8369506,13.591431,-35.763958,18.707335,61.406467,89.496117,608.05131,238.35784,575.52405,1104.2622,673.23289,512.69998,225.65039,332.29389,706.1842
7.7,302.73716,504.02712,362.79057,-1.3532132,2.8185222,-0.72127235,13.38244,-35.615005,18.610247,61.222408,89.909096,605.06982,234.76512,574.55381,1104.2506,673.22164,512.69072,223.52122,331.44415,705.65583
7.71,302.54846,504.02312,363.11932,-1.3516468,2.8534393,-0.73794568,12.992458,-35.490829,18.567379,61.106316,90.213676,602.45348,231.52329,574.03787,1104.2606,673.21269,512.69257,221.50912,330.57873,705.14281
7.72,302.48278,504.05609,363.45171,-1.1118151,2.9378982,-0.8767243,12.549142,-35.394238,18.757668,60.848141,90.664856,599.58068,228.09602,573.06173,1104.2597,673.23721,512.69528,219.56091,329.78224,704.7609
7.73,302.23998,504.00276,363.74151,-1.364802,2.9022822,-0.77405304,12.447091,-35.259151,18.648851,60.642967,91.056267,596.81458,224.63898,572.25213,1104.2635,673.23347,512.70654,217.70246,329.14192,704.41777
7.74,302.20084,504.04096,364.04361,-1.1642473,2.9736524,-0.91677892,12.036866,-35.148258,18.851538,60.512234,91.485107,594.04461,221.24962,571.33062,1104.2608,673.22816,512.69641,215.95686,328.43577,704.03787
7.75,302.06499,504.05686,364.30598,-1.0879488,2.9936934,-0.9457413,11.670687,-35.046139,18.967531,60.360863,91.7649,591.26781,217.99094,570.3371,1104.2564,673.22819,512.70832,214.24222,327.9029,703.71773
7.76,301.92761,504.06713,364.66217,-1.0617729,3.0127029,-1.0037775,11.371352,-35.034351,19.160805,60.336384,92.450363,588.48197,214.74641,569.2144,1104.2538,673.25093,512.70561,212.59095,327.21918,703.37867
7.77,301.77747,504.0772,364.95843,-1.032782,3.0078394,-1.0340816,11.015478,-34.905857,19.247896,60.27433,92.906746,585.71922,211.47649,568.04409,1104.27,673.24979,512.68339,210.98201,326.72173,703.05309
7.78,301.62328,504.07654,365.21145,-1.0211332,3.0505044,-1.0720094,10.80763,-34.886906,19.387989,60.043423,93.562592,583.1188,208.58956,566.87048,1104.2605,673.23479,512.69852,209.42919,326.13211,702.7665
7.79,301.47306,504.11508,365.54946,-1.1034166,3.1421754,-1.1047071,10.704067,-34.861443,19.532936,59.856823,94.49955,580.5193,205.74227,565.6593,1104.2599,673.23197,512.68692,207.98011,325.6354,702.42656
7.8,301.33512,504.08988,365.82437,-1.1310825,3.2600482,-1.1345627,10.550214,-34.879379,19.692938,59.712135,95.09082,578.05294,202.7301,564.54263,1104.2543,673.22759,512.69308,206.5315,325.12216,702.1564
7.81,301.19162,504.08058,366.05443,-1.1310028,3.2975543,-1.140348,10.328588,-34.795723,19.738358,59.515289,95.537239,575.66,200.00582,563.51952,1104.2596,673.21622,512.69735,205.2106,324.69904,701.94248
7.82,301.02803,504.05611,366.29083,-1.1047622,3.3605046,-1.1730914,10.101087,-34.783527,19.891485,59.40004,95.930984,573.30001,197.38593,562.43433,1104.2551,673.22369,512.69061,203.97925,324.27371,701.75424
7.83,300.92247,504.08924,366.49639,-1.0874178,3.3925564,-1.1802071,9.8653708,-34.717529,19.968786,59.340378,96.303978,570.9276,194.65224,561.30312,1104.2685,673.23217,512.70091,202.83632,323.8538,701.5251
7.84,300.781,504.0944,366.67713,-1.0842965,3.4419675,-1.1881348,9.631403,-34.651016,20.018503,59.234619,97.268929,568.36667,191.60621,560.11952,1104.2617,673.22911,512.68764,201.72438,323.41879,701.26872
7.85,300.67223,504.10516,366.84337,-1.0847588,3.4772787,-1.1839404,9.4560633,-34.615723,20.113256,59.095146,97.824493,566.22966,189.23083,559.01295,1104.2583,673.23174,512.70124,200.62492,323.03921,701.10244
7.86,300.44506,504.04067,366.94874,-1.028118,3.5144494,-1.2499688,9.2438431,-34.566566,20.246613,59.006149,98.341766,563.92882,186.81248,557.66324,1104.2544,673.20704,512.69887,199.58187,322.65584,700.90944
7.87,300.34385,504.06207,367.10125,-1.0279542,3.5701809,-1.2675728,9.1382494,-34.56826,20.381971,58.875679,98.963821,562.06666,184.53741,556.70789,1104.2479,673.22641,512.69738,198.68431,322.30941,700.75938
7.88,300.21963,504.07595,367.24004,-1.0169877,3.604532,-1.2517858,9.0076094,-34.565575,20.46896,58.804111,99.837341,559.86146,182.19576,555.29071,1104.2603,673.23099,512.69704,197.88747,321.85949,700.58628
7.89,300.0905,504.0539,367.3982,-1.0690137,3.6158197,-1.2197977,8.9500551,-34.546299,20.542789,58.621254,100.59638,558.03974,180.15004,554.15309,1104.2475,673.20201,512.69336,197.1151,321.47701,700.48235
7.9,299.99389,504.07808,367.54304,-1.0852252,3.6820068,-1.2394637,8.8528547,-34.567062,20.712244,58.496616,101.19838,556.13312,178.02757,553.0543,1104.2591,673.22649,512.69182,196.37262,321.18395,700.32505
7.91,299.86252,504.09114,367.66611,-1.0777918,3.7120781,-1.2455542,8.810091,-34.571098,20.830717,58.319435,101.36202,554.50655,176.27725,552.0591,1104.2582,673.20126,512.69899,195.66733,320.84805,700.29083
7.92,299.76436,504.11536,367.77614,-1.0694079,3.7677433,-1.2578653,8.7573471,-34.612553,21.006922,58.187489,101.68091,552.92394,174.39972,551.23593,1104.2478,673.24051,512.70206,194.99955,320.61709,700.28085
7.93,299.65107,504.12415,367.88185,-1.0791934,3.8128557,-1.268339,8.6777744,-34.609913,21.132584,58.070904,101.95554,551.56235,172.79798,550.53821,1104.2552,673.22423,512.69911,194.43298,320.28464,700.20778
7.94,299.57215,504.12969,368.00295,-1.0911634,3.8485439,-1.2825284,8.6080341,-34.583977,21.260305,58.020588,102.184,550.30979,171.27835,549.9452,1104.254,673.23221,512.70225,193.93078,319.92584,700.11839
7.95,299.50006,504.13034,368.11249,-1.0894052,3.900007,-1.3059317,8.5220566,-34.570007,21.374577,57.995152,102.41809,549.02974,169.70579,549.27812,1104.2702,673.2311,512.70266,193.43429,319.53355,699.92222
7.96,299.42609,504.14667,368.22827,-1.0892278,3.9359086,-1.3044986,8.4616423,-34.501198,21.433693,57.868336,102.86118,548.01195,168.4582,548.66229,1104.2628,673.22833,512.70049,193.00319,319.16424,699.65782
7.97,299.38224,504.15217,368.34577,-1.0841285,3.9712031,-1.3209956,8.3960609,-34.413834,21.42543,57.716637,103.23645,547.15307,167.27167,548.22983,1104.2491,673.2404,512.70299,192.47494,318.72832,699.38488
7.98,299.33285,504.19737,368.48093,-1.1176622,4.0240297,-1.334885,8.3628035,-34.353355,21.444632,57.601608,103.61953,546.13814,165.90924,547.6353,1104.2602,673.23432,512.69347,192.02757,318.35144,699.06418
7.99,299.28968,504.22523,368.59254,-1.0716132,4.0521669,-1.3421698,8.2607164,-34.273758,21.412678,57.466843,103.8451,545.28492,164.79354,547.01227,1104.2594,673.23623,512.68611,191.5797,318.00516,698.77269
8,299.29569,504.29089,368.73093,-1.0959558,4.1245494,-1.3633437,8.2092628,-34.212208,21.56843,57.368946,104.12414,544.63808,163.67946,546.59256,1104.2627,673.23693,512.70257,191.23657,317.73731,698.46392
8.01,299.30821,504.39021,368.87096,-1.0545912,4.1721716,-1.3861057,8.1574526,-34.1959,21.603266,57.250885,104.39947,543.82497,162.56214,545.92192,1104.2619,673.22114,512.69127,190.99127,317.47372,698.20737
8.02,299.33326,504.48668,369.02056,-1.039762,4.229754,-1.4282348,8.1270294,-34.153957,21.684444,57.145927,104.58659,543.01144,161.48658,545.16705,1104.2624,673.22422,512.68393,190.77972,317.26374,697.92586
8.03,299.34831,504.60909,369.18226,-1.0940956,4.2951999,-1.4546558,8.2237654,-34.158199,21.837673,57.039127,104.52925,542.30549,160.58436,544.44948,1104.2574,673.22888,512.69058,190.64705,317.06058,697.79079
8.04,299.39288,504.74124,369.34864,-1.0201733,4.3094983,-1.4746628,8.1774149,-34.147739,21.994081,56.966099,104.71506,541.74852,159.68715,543.96026,1104.2556,673.22667,512.69539,190.54513,316.84157,697.59657
8.05,299.4339,504.8752,369.49511,-0.95009542,4.3461285,-1.5076177,8.1336966,-34.121426,22.226133,56.896217,104.67828,541.10836,158.94066,543.21579,1104.2678,673.20703,512.6938,190.50261,316.65131,697.41642
8.06,299.48197,505.0341,369.66746,-0.88603181,4.3570638,-1.549973,8.0757599,-34.01598,22.424431,56.823719,104.91508,540.42826,158.13628,542.39371,1104.2481,673.22013,512.69806,190.43944,316.47142,697.20344
8.07,299.53164,505.15768,369.83651,-0.81780559,4.3826957,-1.5960572,8.0541763,-33.940815,22.615067,56.696072,105.28439,539.80359,157.47065,541.50859,1104.246,673.19177,512.70193,190.3803,316.32765,696.9715
8.08,299.57893,505.29228,370.01196,-0.79767346,4.4147873,-1.6308914,8.0739517,-33.844318,22.754887,56.576553,105.52173,539.30693,157.01454,540.68196,1104.2474,673.22249,512.68396,190.30394,316.16691,696.58799
8.09,299.64694,505.42519,370.20052,-0.75433385,4.4466486,-1.681278,8.0888186,-33.785088,22.90029,56.452499,105.7981,538.7055,156.40885,539.72498,1104.2517,673.21066,512.68304,190.22863,315.95154,696.15623
8.1,299.71018,505.56552,370.3651,-0.71484226,4.4594808,-1.7080531,8.0785217,-33.703766,22.984472,56.335953,106.09087,538.28825,155.88946,538.92558,1104.2444,673.21531,512.69093,190.08482,315.77102,695.73156
8.11,299.77982,505.7,370.52922,-0.68525964,4.4903116,-1.7562354,8.089488,-33.6395,23.055607,56.221642,106.47134,537.83708,155.51997,538.07273,1104.2567,673.2351,512.68928,189.86783,315.6301,695.30197
8.12,299.79457,505.81613,370.72366,-0.77283925,4.5012712,-1.6983207,8.1407213,-33.543064,22.979086,56.099678,106.77729,537.16179,154.75618,537.16255,1104.2542,673.24042,512.70223,189.73729,315.40008,694.80636
8.13,299.8798,505.94472,370.88205,-0.77598888,4.524375,-1.7456459,8.1498003,-33.44075,23.043533,55.966656,107.01219,536.66698,154.0427,536.464,1104.2457,673.22578,512.69099,189.62793,315.27097,694.33258
8.14,299.97957,506.10343,371.06552,-0.78254497,4.5648313,-1.7737381,8.1467266,-33.355808,23.089108,55.867558,107.08078,536.11354,153.37951,535.65259,1104.2478,673.20653,512.69066,189.56412,315.16367,694.00624
8.15,300.08486,506.25821,371.24926,-0.72270697,4.5812626,-1.8265004,8.1117125,-33.281281,23.199198,55.769238,107.15405,535.70342,152.74765,534.99236,1104.2595,673.23666,512.6962,189.47279,315.09434,693.67798
8.16,300.19548,506.44178,371.44169,-0.72309887,4.5898037,-1.8513724,8.1442204,-33.202015,23.306931,55.660824,107.4418,535.21666,151.97557,534.32239,1104.2504,673.23025,512.70587,189.43471,314.97084,693.3104
8.17,300.29805,506.61712,371.60548,-0.71810681,4.621191,-1.888972,8.1520004,-33.109257,23.439314,55.518616,107.67048,534.70948,151.17619,533.66456,1104.2489,673.22978,512.70391,189.42518,314.75498,692.79838
8.18,300.3786,506.78419,371.77012,-0.68391371,4.6329069,-1.9384788,8.1873322,-32.999229,23.59973,55.314617,108.10306,534.22981,150.35898,533.07822,1104.2372,673.21578,512.68222,189.44246,314.57234,692.32884
8.19,300.47159,506.97313,371.96076,-0.59985584,4.6136255,-1.9644523,8.1574745,-32.842934,23.693941,55.079235,108.48411,533.75749,149.56135,532.519,1104.2517,673.24018,512.70696,189.4468,314.53488,691.91845
8.2,300.55466,507.18552,372.14295,-0.60114002,4.6327715,-2.019155,8.2397537,-32.715557,23.825384,54.77047,108.89674,533.32287,148.83469,532.01063,1104.2396,673.23215,512.68954,189.45901,314.43189,691.36083
8.21,300.64865,507.40232,372.33372,-0.56845623,4.6317201,-2.0445018,8.2586269,-32.549282,23.87899,54.453682,109.04542,533.05789,148.2435,531.75023,1104.2545,673.23211,512.6957,189.44877,314.25645,690.7142
8.22,300.77565,507.66292,372.54219,-0.39455611,4.6558084,-2.1417758,8.1916885,-32.450592,24.009853,54.1922,109.20126,532.82941,147.68229,531.51961,1104.2521,673.222,512.70223,189.35963,314.15139,690.13624
8.23,300.88804,507.90544,372.75539,-0.38718095,4.675611,-2.1962223,8.2605467,-32.349731,24.060266,53.953579,109.33996,532.66985,147.19499,531.33847,1104.2583,673.22429,512.6931,189.27038,314.1076,689.68532
8.24,300.97757,508.10779,372.95328,-0.3435986,4.6852999,-2.2483528,8.2972794,-32.276115,24.140631,53.743912,109.80128,532.48563,146.61968,531.16898,1104.2558,673.21831,512.69428,189.25201,313.96614,689.15335
8.25,301.13619,508.40625,373.21835,-0.38777426,4.767417,-2.3332527,8.402916,-32.17577,24.234529,53.567436,110.12354,532.34749,146.15328,531.01414,1104.2742,673.2448,512.70241,189.23828,313.80358,688.64676
8.26,301.24269,508.61075,373.41322,-0.33010918,4.7919383,-2.3886337,8.3825474,-32.089424,24.270767,53.430485,110.24824,532.26363,145.80847,530.89673,1104.2487,673.20088,512.69429,189.16773,313.7017,688.24314
8.27,301.36771,508.83021,373.58002,-0.29888451,4.7787151,-2.4471285,8.3807011,-31.951307,24.278219,53.334736,110.34227,532.24468,145.55549,530.88466,1104.2603,673.262,512.69443,189.06659,313.61162,687.85152
8.28,301.47587,509.01333,373.70941,-0.23700455,4.7819967,-2.4752195,8.3503361,-31.907959,24.255041,53.25893,110.44267,532.3442,145.41257,530.94816,1104.2546,673.22705,512.69732,188.97169,313.40264,687.35527
8.29,301.60726,509.26828,373.81039,-0.21833979,4.788794,-2.522897,8.3697119,-31.824482,24.195366,53.150131,110.64103,532.49667,145.28873,531.12057,1104.2555,673.22026,512.69478,188.85252,313.22467,686.86956
8.3,301.73657,509.47301,373.94617,-0.18750371,4.7870307,-2.5449438,8.3402405,-31.723104,24.095833,53.073997,110.61445,532.68503,145.12047,531.39976,1104.2671,673.22079,512.70191,188.73592,313.16735,686.54499
8.31,301.85952,509.69687,374.03719,-0.21536919,4.8136458,-2.5670969,8.3588858,-31.637924,23.995035,52.986507,110.6993,532.82077,144.90486,531.72854,1104.2597,673.22942,512.70018,188.59214,313.03897,686.14187
8.32,301.95627,509.89704,374.10807,-0.14926319,4.7987647,-2.581125,8.2810516,-31.527252,23.866165,52.878395,110.71147,532.94815,144.66833,532.08298,1104.2583,673.23808,512.70891,188.3759,312.90444,685.62165
8.33,302.03868,510.11074,374.17437,-0.1059406,4.8052464,-2.6065407,8.2189703,-31.440702,23.712542,52.778847,110.73078,533.04091,144.49239,532.41975,1104.2565,673.21266,512.70815,188.21782,312.82712,685.18708
8.34,302.15051,510.33347,374.25144,-0.011251796,4.8180809,-2.6528623,8.0927553,-31.312439,23.580585,52.630123,110.80772,533.13863,144.31516,532.78902,1104.2496,673.21579,512.68044,188.0097,312.7488,684.82397
8.35,302.25186,510.5838,374.32268,0.099114597,4.8420434,-2.711576,7.9824729,-31.235085,23.515125,52.54221,110.80762,533.24001,144.20292,533.17438,1104.2568,673.24548,512.70371,187.7993,312.74122,684.48884
8.36,302.32937,510.79042,374.37359,0.1524049,4.8058352,-2.7493737,7.9029746,-31.125996,23.437899,52.455109,110.78113,533.29261,144.02911,533.53345,1104.2638,673.22058,512.6896,187.6283,312.67181,684.12424
8.37,302.41654,511.00083,374.45679,0.14905608,4.7967319,-2.7745225,7.8725247,-31.041578,23.355055,52.355762,110.7372,533.33402,143.93599,533.83593,1104.2509,673.22651,512.70103,187.4577,312.61152,683.77525
8.38,302.49717,511.15756,374.50396,0.18690576,4.8151832,-2.8138661,7.8669324,-31.014284,23.298405,52.265808,110.66394,533.39859,143.7714,534.217,1104.2456,673.20235,512.69016,187.27545,312.61766,683.45904
8.39,302.55789,511.33465,374.5407,0.26428059,4.8383193,-2.8691278,7.8019791,-30.965626,23.291935,52.18008,110.60892,533.4618,143.71272,534.52311,1104.2551,673.21904,512.69583,187.1091,312.52672,683.16571
8.4,302.63663,511.46431,374.60759,0.30746445,4.8303924,-2.8856032,7.7734561,-30.878258,23.23868,52.088493,110.55466,533.53599,143.62446,534.82348,1104.2505,673.21735,512.71838,186.95948,312.49868,682.93828
8.41,302.73649,511.63549,374.68355,0.29936257,4.8672538,-2.9139876,7.8120232,-30.863508,23.228952,52.005455,110.49143,533.59599,143.597,535.06755,1104.2534,673.23029,512.69875,186.80029,312.44558,682.6572
8.42,302.8311,511.76951,374.74541,0.28665337,4.8748765,-2.9226353,7.8166871,-30.808153,23.146843,51.943825,110.44186,533.70416,143.55211,535.34691,1104.254,673.24037,512.69103,186.62848,312.27599,682.34152
8.43,302.90819,511.86825,374.81363,0.33121035,4.8964281,-2.9459674,7.7539911,-30.754324,23.076782,51.899437,110.41677,533.82259,143.57339,535.59852,1104.2479,673.23354,512.68397,186.42808,312.18391,681.99679
8.44,303.00579,511.99313,374.8484,0.28855044,4.8992324,-2.9780252,7.7813783,-30.691927,23.025331,51.854851,110.40738,533.87051,143.55436,535.76606,1104.2559,673.2308,512.70013,186.20825,312.04745,681.6889
8.45,303.09134,512.07273,374.88388,0.27980131,4.9346695,-2.9993083,7.7723346,-30.651707,22.939165,51.829399,110.41184,533.92306,143.55544,535.90753,1104.252,673.21536,512.6821,185.98149,312.0157,681.45383
8.46,303.17409,512.15509,374.92476,0.29595375,4.9525051,-3.0274346,7.7160349,-30.595699,22.852522,51.828869,110.49491,534.00261,143.61795,536.00009,1104.2599,673.2325,512.6902,185.81583,311.91018,681.23137
8.47,303.26431,512.21003,374.94851,0.29011944,4.9641309,-3.0470724,7.6524296,-30.540358,22.765251,51.835968,110.55828,534.06532,143.66633,536.07863,1104.2509,673.23975,512.70182,185.57424,311.74773,680.93919
8.48,303.34357,512.26184,374.96625,0.33144316,4.9828439,-3.0562501,7.5510063,-30.469902,22.651402,51.832619,110.61995,534.07044,143.63422,536.12147,1104.2507,673.23065,512.69253,185.38643,311.63264,680.62701
8.49,303.43576,512.33156,374.98541,0.33291918,5.0147614,-3.0867982,7.5270724,-30.443024,22.607792,51.838707,110.66724,534.1011,143.62192,536.13906,1104.2689,673.21172,512.68171,185.20751,311.46126,680.34612
8.5,303.51401,512.3739,374.99797,0.33832678,5.027986,-3.0899036,7.4949188,-30.410673,22.503811,51.821026,110.76903,534.15739,143.67458,536.13856,1104.2592,673.24873,512.6934,185.02006,311.3579,680.13146
8.51,303.58316,512.40206,375.00136,0.32658437,5.0462971,-3.1077206,7.4925179,-30.391716,22.432499,51.83477,110.82592,534.20795,143.61756,536.18862,1104.2613,673.23742,512.70308,184.89607,311.20405,679.91322
8.52,303.63908,512.43079,375.01928,0.32666653,5.0747495,-3.1276753,7.466845,-30.380449,22.386858,51.827667,110.91511,534.21656,143.57227,536.19798,1104.2463,673.22784,512.69812,184.71927,311.07468,679.70642
8.53,303.70252,512.43117,375.04704,0.29936418,5.0895739,-3.1388214,7.4695668,-30.353888,22.324699,51.815575,110.99502,534.28372,143.59038,536.23884,1104.2475,673.2332,512.69176,184.55922,310.94122,679.42553
8.54,303.76974,512.458,375.05434,0.30015209,5.0974236,-3.1507912,7.446372,-30.318842,22.267855,51.805042,111.0298,534.26288,143.53634,536.21461,1104.2604,673.22686,512.70272,184.41121,310.77295,679.17922
8.55,303.79794,512.40388,375.06957,0.28819123,5.1090059,-3.1352124,7.3988147,-30.297747,22.169943,51.805,111.03623,534.31803,143.52998,536.27441,1104.2667,673.23192,512.70192,184.29903,310.66449,678.96367
8.56,303.83773,512.37657,375.09211,0.25134182,5.1266022,-3.1606174,7.4239683,-30.267498,22.140747,51.805504,111.11418,534.33793,143.50323,536.30651,1104.2606,673.21709,512.71499,184.19431,310.51789,678.78211
8.57,303.87278,512.32711,375.12626,0.27089518,5.1191278,-3.164865,7.377728,-30.267441,22.092117,51.843811,111.18253,534.35782,143.43208,536.35212,1104.2483,673.23334,512.70534,184.05835,310.39559,678.6253
8.58,303.89728,512.27316,375.14729,0.25268111,5.1374254,-3.1745334,7.3580017,-30.249741,22.069117,51.847282,111.20824,534.36325,143.39065,536.41295,1104.2531,673.21238,512.6868,183.93208,310.25621,678.4718
8.59,303.93544,512.19927,375.17989,0.21426438,5.1389275,-3.1881862,7.3778729,-30.224649,22.025345,51.853626,111.26865,534.34464,143.29632,536.45685,1104.2398,673.20729,512.68885,183.86065,310.18006,678.34812
8.6,303.96186,512.10069,375.22324,0.20914832,5.1523089,-3.2041111,7.3716183,-30.200481,22.004889,51.849285,111.28023,534.38162,143.28065,536.54304,1104.2617,673.21225,512.68207,183.75435,310.06166,678.2609
8.61,303.99855,512.01695,375.24773,0.2098143,5.1537256,-3.2231073,7.3476872,-30.176186,21.976082,51.816177,111.29221,534.39054,143.2333,536.61997,1104.2606,673.23349,512.69092,183.67039,310.00081,678.17067
8.62,304.04284,511.94422,375.31238,0.10437486,5.1472044,-3.2167964,7.446197,-30.145149,21.941704,51.832027,111.30743,534.38509,143.14815,536.73342,1104.2568,673.22212,512.70443,183.5809,309.88384,678.10177
8.63,304.08689,511.87585,375.32945,0.11860624,5.1383543,-3.2260735,7.3870621,-30.106087,21.90304,51.834164,111.29144,534.39034,143.10199,536.84886,1104.2667,673.22854,512.69819,183.51742,309.7972,678.02843
8.64,304.12298,511.78446,375.37463,0.1020655,5.1046014,-3.2258539,7.380558,-30.053205,21.874889,51.837204,111.2893,534.37663,143.06559,536.97772,1104.2522,673.2152,512.69553,183.39811,309.76462,678.01048
8.65,304.17297,511.68239,375.40824,0.085338324,5.1461706,-3.2515533,7.39011,-30.07975,21.864298,51.825954,111.27089,534.34242,143.03234,537.05036,1104.2537,673.21594,512.68555,183.32869,309.69378,677.99827
8.66,304.24784,511.63719,375.44301,0.0065696118,5.1522293,-3.2509534,7.4572039,-30.066866,21.850536,51.81776,111.30759,534.32009,143.02863,537.15878,1104.2492,673.21899,512.69281,183.27935,309.68912,678.02081
8.67,304.31564,511.57933,375.46075,0.071870528,5.1660304,-3.276355,7.3794174,-30.070786,21.845327,51.806442,111.2773,534.27806,143.01065,537.23911,1104.2579,673.23267,512.68297,183.21654,309.67121,678.05787
8.68,304.39116,511.54139,375.48479,0.013654888,5.1596808,-3.272521,7.4126701,-30.050879,21.823013,51.805893,111.25995,534.25616,143.02438,537.33586,1104.267,673.21188,512.70312,183.17337,309.63896,678.10616
8.69,304.4668,511.50933,375.52284,0.033447858,5.1585784,-3.2776964,7.3821187,-30.069061,21.83638,51.806911,111.22128,534.21326,143.00105,537.42279,1104.2513,673.24192,512.69515,183.12639,309.65855,678.16553
8.7,304.55315,511.46323,375.55024,0.057676245,5.1550589,-3.2821355,7.3324361,-30.056026,21.81213,51.811062,111.20277,534.22575,143.02083,537.56085,1104.2563,673.22478,512.68599,183.10238,309.61208,678.19089
8.71,304.6485,511.45006,375.56412,0.053518608,5.1618829,-3.2828593,7.3192163,-30.061527,21.779215,51.796181,111.174,534.2387,143.00469,537.69798,1104.2508,673.21066,512.68367,183.101,309.59069,678.26147
